"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ctla4",1.56101415986673e-49,-0.561952387942914,0.268,0.465,2.25691427233532e-45,"0","Ctla4"
"Atad3a",1.6898945735105e-49,0.428416855271248,0.304,0.143,2.44324957438149e-45,"0","Atad3a"
"Spc25",1.85466710213538e-49,-0.287943098409241,0.035,0.173,2.68147769626733e-45,"0","Spc25"
"Hist1h2an",1.90713667762866e-49,-0.296812329947034,0.035,0.174,2.75733820851551e-45,"0","Hist1h2an"
"Prex1",2.03410741422409e-49,-0.391761852794455,0.175,0.366,2.9409124994852e-45,"0","Prex1"
"Rel",2.08288581747361e-49,0.384366898644347,0.208,0.071,3.01143631490335e-45,"0","Rel"
"Myc",2.44424749658004e-49,0.471660340554974,0.25,0.102,3.53389303055543e-45,"0","Myc"
"Gpsm2",2.4511137623083e-49,-0.299388676578364,0.036,0.176,3.54382027754534e-45,"0","Gpsm2"
"Melk",2.66634676632411e-49,-0.317324471672719,0.071,0.231,3.85500415475141e-45,"0","Melk"
"Podnl1",3.11528877255245e-49,-0.308790311507952,0.016,0.14,4.50408450735633e-45,"0","Podnl1"
"Kif20b",5.08730426541206e-49,-0.37173419007082,0.073,0.232,7.35522450693275e-45,"0","Kif20b"
"Add3",7.71375500590673e-49,-0.398035219531292,0.374,0.575,1.11525469875399e-44,"0","Add3"
"Tacc1",1.93999552105439e-48,-0.436883426388764,0.308,0.497,2.80484552434044e-44,"0","Tacc1"
"Osbpl3",2.66326903713749e-48,-0.362404364760776,0.081,0.242,3.85055437389338e-44,"0","Osbpl3"
"Tmpo",4.52790751980683e-48,-0.437485790141115,0.523,0.663,6.54644869213671e-44,"0","Tmpo"
"Tubb5",5.37154519236944e-48,-0.505784679483971,0.819,0.824,7.76618003912774e-44,"0","Tubb5"
"Cdca5",5.98302607554978e-48,-0.309971244729338,0.061,0.21,8.65025910002987e-44,"0","Cdca5"
"Sgol2",1.0796707152387e-47,-0.291525750345873,0.034,0.168,1.56098792009211e-43,"0","Sgol2"
"Laptm5",1.18573284307279e-47,-0.325952439114621,0.757,0.884,1.71433254451464e-43,"0","Laptm5"
"Nolc1",1.67887488391496e-47,0.464026084700142,0.436,0.265,2.42731730716424e-43,"0","Nolc1"
"Rap1b",1.68189320929218e-47,-0.387818742820127,0.573,0.719,2.43168120199463e-43,"0","Rap1b"
"Dbf4",1.78028882935346e-47,-0.31820696588192,0.089,0.252,2.57394158947924e-43,"0","Dbf4"
"S1pr1",3.44851456791086e-47,-0.391667814866534,0.249,0.448,4.98586236228551e-43,"0","S1pr1"
"Man2a1",4.08889434918201e-47,-0.365633085745056,0.205,0.399,5.91172345004736e-43,"0","Man2a1"
"Mis18bp1",4.23551616936713e-47,-0.295032743204483,0.027,0.154,6.12370927767099e-43,"0","Mis18bp1"
"Cap1",5.03182929081847e-47,-0.296968669165268,0.803,0.887,7.27501878866534e-43,"0","Cap1"
"Rps27a",5.52214205242974e-47,0.291708631397952,0.855,0.76,7.98391297940292e-43,"0","Rps27a"
"Pus7",1.30259068210201e-46,0.346853274445761,0.196,0.067,1.88328560818309e-42,"0","Pus7"
"Trp53i11",9.77872475741848e-46,-0.340652414665912,0.142,0.32,1.41380802542756e-41,"0","Trp53i11"
"Rbl2",1.34929737402464e-45,-0.414090345398624,0.249,0.438,1.95081414336483e-41,"0","Rbl2"
"Heatr1",1.939455357855e-45,0.45499011238691,0.424,0.258,2.80406455638676e-41,"0","Heatr1"
"Plekha2",1.97063450523814e-45,-0.355882585431103,0.247,0.438,2.8491433676733e-41,"0","Plekha2"
"Emp3",6.924997973637e-45,-0.364688862384257,0.233,0.424,1.00121620702844e-40,"0","Emp3"
"Apex1",9.14990985217851e-45,0.371826277930993,0.297,0.143,1.32289396642797e-40,"0","Apex1"
"Zdhhc2",1.04905799555082e-44,-0.300570837017824,0.085,0.242,1.51672804996737e-40,"0","Zdhhc2"
"Nop56",1.21568957187904e-44,0.434242420699839,0.473,0.309,1.75764398302271e-40,"0","Nop56"
"Carhsp1",1.30344343369666e-44,-0.30055416653754,0.044,0.177,1.88451851643863e-40,"0","Carhsp1"
"Gcnt1",1.32156856714649e-44,-0.36507972985291,0.022,0.141,1.9107238343804e-40,"0","Gcnt1"
"Kpna2",1.79732853100086e-44,-0.364448996545425,0.086,0.239,2.59857759012104e-40,"0","Kpna2"
"Atp2b1",2.59347669168174e-44,-0.403183575018617,0.246,0.43,3.74964860083345e-40,"0","Atp2b1"
"Zbtb32",2.82872856255249e-44,-0.277385940801213,0.032,0.158,4.08977575573839e-40,"0","Zbtb32"
"Tbc1d4",4.32156117257678e-44,0.430887980299285,0.369,0.201,6.24811314331151e-40,"0","Tbc1d4"
"Ccnd2",5.55032501783406e-44,0.383559595804496,0.819,0.721,8.02465991078449e-40,"0","Ccnd2"
"Tk1",9.2873663973917e-44,-0.3541686370049,0.132,0.299,1.34276743373489e-39,"0","Tk1"
"Ppan",1.31212396276544e-43,0.400267215481915,0.28,0.133,1.89706882536628e-39,"0","Ppan"
"Ckap2",2.48689541213709e-43,-0.297383874797116,0.053,0.188,3.59555338686781e-39,"0","Ckap2"
"Cep110",2.57604816937978e-43,-0.35586719723362,0.333,0.524,3.72445044328928e-39,"0","Cep110"
"Agpat4",5.52547726004803e-43,-0.275815867283857,0.028,0.148,7.98873502257743e-39,"0","Agpat4"
"Cpd",5.58048806578557e-43,-0.358892552276853,0.111,0.272,8.06826964551277e-39,"0","Cpd"
"Hspe1",8.0293050992469e-43,0.415849185018458,0.608,0.463,1.16087693124912e-38,"0","Hspe1"
"Tyms",9.61470697866471e-43,-0.356203815035557,0.182,0.363,1.39009433497534e-38,"0","Tyms"
"Esco2",1.03525509456625e-42,-0.290411673542309,0.055,0.19,1.49677181572388e-38,"0","Esco2"
"Kcnab2",1.0606539105015e-42,-0.380748763315459,0.385,0.553,1.53349342380307e-38,"0","Kcnab2"
"Trpv2",1.22802057170793e-42,-0.330445089616228,0.101,0.256,1.77547214257533e-38,"0","Trpv2"
"N4bp1",1.60254409812654e-42,-0.391432442342211,0.148,0.315,2.31695825707135e-38,"0","N4bp1"
"Fam107b",2.58391497960562e-42,-0.310592321716971,0.465,0.649,3.73582427751381e-38,"0","Fam107b"
"Sgol1",4.77658732115089e-42,-0.297148824272787,0.055,0.188,6.90598994891995e-38,"0","Sgol1"
"Anp32e",6.48186760887286e-42,-0.3816677069581,0.498,0.633,9.37148418890838e-38,"0","Anp32e"
"Rps21",1.08142314485787e-41,0.253371722491175,0.911,0.839,1.5635215828355e-37,"0","Rps21"
"Ccr5",2.20928907031422e-41,-0.342139153801191,0.007,0.105,3.19419013786031e-37,"0","Ccr5"
"Tjp2",3.18800704938107e-41,-0.307909681685315,0.058,0.191,4.60922059199516e-37,"0","Tjp2"
"Sema4d",4.34947075545175e-41,-0.351897225819245,0.464,0.635,6.28846481823214e-37,"0","Sema4d"
"Tap1",5.92113542516489e-41,-0.341216012003348,0.556,0.709,8.5607775977034e-37,"0","Tap1"
"Clspn",6.68869728410603e-41,-0.331447543006522,0.126,0.289,9.6705185333605e-37,"0","Clspn"
"Fxyd5",8.28516447069394e-41,-0.327167416981985,0.515,0.683,1.19786907917293e-36,"0","Fxyd5"
"Stil",1.75489368187252e-40,-0.288085317668476,0.058,0.191,2.5372252852513e-36,"0","Stil"
"Ccr7",2.05200052630692e-40,0.43355871285886,0.368,0.213,2.96678236093455e-36,"0","Ccr7"
"Def6",2.32418882473574e-40,-0.317375367335005,0.316,0.503,3.36031220280293e-36,"0","Def6"
"Nefh",5.89210734487746e-40,0.36133742939876,0.184,0.068,8.51880879922383e-36,"0","Nefh"
"Gm20645",1.77618962585712e-39,0.359161392413732,0.196,0.076,2.56801496106423e-35,"0","Gm20645"
"Id3",1.92733404963455e-39,0.369916092281597,0.251,0.114,2.78653956896163e-35,"0","Id3"
"Scpep1",3.49545732802707e-39,-0.252310526330305,0.048,0.174,5.05373220486154e-35,"0","Scpep1"
"Mbd2",4.42260805267326e-39,-0.328408671162913,0.34,0.516,6.394206722555e-35,"0","Mbd2"
"Rasgrp2",5.23056887626525e-39,-0.402798776899155,0.167,0.327,7.5623564813043e-35,"0","Rasgrp2"
"Bzw2",5.58030353022762e-39,0.442742975150941,0.437,0.291,8.0680028440031e-35,"0","Bzw2"
"Rpl30",6.48362042262479e-39,0.262910105992942,0.853,0.796,9.37401840703093e-35,"0","Rpl30"
"Ehbp1l1",7.65561640528393e-39,-0.350944355902381,0.15,0.309,1.10684901987595e-34,"0","Ehbp1l1"
"Selplg",1.18292387449141e-38,-0.321214980115095,0.352,0.542,1.71027133773968e-34,"0","Selplg"
"Gnl3",1.42579977553358e-38,0.388941093092247,0.269,0.134,2.06142131546644e-34,"0","Gnl3"
"Plk4",1.84504479095635e-38,-0.298888771508704,0.101,0.246,2.66756575876469e-34,"0","Plk4"
"Gart",2.00102552193262e-38,0.374397029200853,0.488,0.331,2.89308269961018e-34,"0","Gart"
"Vrk1",2.14828099261891e-38,-0.321874606157308,0.221,0.39,3.10598465912843e-34,"0","Vrk1"
"Atp2a3",2.98046631045912e-38,-0.337925607444774,0.342,0.525,4.3091581916618e-34,"0","Atp2a3"
"Slamf6",3.08638067379508e-38,-0.303752167932655,0.193,0.365,4.46228917817292e-34,"0","Slamf6"
"Hbs1l",3.08977717450332e-38,-0.366244429068508,0.122,0.271,4.4671998388969e-34,"0","Hbs1l"
"Fam129a",3.21324756559281e-38,-0.381721737666431,0.31,0.488,4.64571333033409e-34,"0","Fam129a"
"Nt5e",4.25632747042255e-38,-0.422303805746594,0.211,0.378,6.15379825673693e-34,"0","Nt5e"
"Glipr2",1.01842943188983e-37,-0.320178642284365,0.166,0.327,1.47244527262632e-33,"0","Glipr2"
"Angptl2",1.55240839953736e-37,-0.364957966200537,0.044,0.163,2.24447206405112e-33,"0","Angptl2"
"Tmem30a",2.44531768758435e-37,-0.333873530565378,0.258,0.426,3.53544031270945e-33,"0","Tmem30a"
"Ccng2",2.51672075475559e-37,-0.297938426443084,0.074,0.208,3.63867486722563e-33,"0","Ccng2"
"Rpl9",2.82838991939361e-37,0.265670980758002,0.878,0.824,4.08928614545929e-33,"0","Rpl9"
"Lrrc32",3.24434597230733e-37,0.390584862267103,0.323,0.174,4.69067540676194e-33,"0","Lrrc32"
"Pim1",3.67305118403416e-37,-0.324406957504819,0.254,0.438,5.31049740187659e-33,"0","Pim1"
"Rangap1",3.82353407266552e-37,-0.342520643151631,0.438,0.591,5.52806556225981e-33,"0","Rangap1"
"Utp20",4.16280215379004e-37,0.422676565988128,0.315,0.176,6.01857935394963e-33,"0","Utp20"
"Ubash3b",9.34969858049059e-37,-0.362784320339609,0.188,0.349,1.35177942076733e-32,"0","Ubash3b"
"H2afv",1.03208009738529e-36,-0.363060107109466,0.205,0.368,1.49218140479965e-32,"0","H2afv"
"Arhgap20",1.0561535936044e-36,0.289291917654641,0.107,0.024,1.52698686563324e-32,"0","Arhgap20"
"Ttf2",1.11770032918348e-36,-0.286928660001894,0.119,0.268,1.61597113593348e-32,"0","Ttf2"
"Smyd5",1.19567949280555e-36,0.308045803364752,0.197,0.08,1.72871341069827e-32,"0","Smyd5"
"Actr2",1.45901342264552e-36,-0.29294564752404,0.671,0.781,2.1094416064609e-32,"0","Actr2"
"Serpina3g",1.71560254520917e-36,-0.348432048155812,0.032,0.14,2.48041815986342e-32,"0","Serpina3g"
"Dkc1",1.98598570723459e-36,0.392272333794565,0.448,0.301,2.87133813551977e-32,"0","Dkc1"
"Polr1b",2.35936068774631e-36,0.335984518657953,0.207,0.088,3.41116368234362e-32,"0","Polr1b"
"Wdr43",2.79366564902818e-36,0.41808967615566,0.411,0.27,4.03908179536494e-32,"0","Wdr43"
"Entpd1",3.25515310873202e-36,-0.296319383794836,0.076,0.21,4.70630036460476e-32,"0","Entpd1"
"Fli1",4.4066576682929e-36,-0.3303371151235,0.162,0.317,6.37114565681787e-32,"0","Fli1"
"Arl5c",4.73752726992039e-36,-0.325173687309937,0.166,0.326,6.8495169268509e-32,"0","Arl5c"
"Sh3bgrl",5.00049798057312e-36,-0.297442178368973,0.226,0.395,7.22971998031262e-32,"0","Sh3bgrl"
"Cdkn1b",6.02682411154047e-36,-0.335824768949526,0.212,0.376,8.71358230046521e-32,"0","Cdkn1b"
"Samhd1",7.94095438013939e-36,-0.350035838008217,0.657,0.801,1.14810318428055e-31,"0","Samhd1"
"Slc9a3r1",8.28904004024725e-36,-0.308873132220076,0.366,0.543,1.19842940901895e-31,"0","Slc9a3r1"
"Nsun2",1.00186440952379e-35,0.411047967980652,0.54,0.41,1.4484955632895e-31,"0","Nsun2"
"Eea1",1.02764374936449e-35,-0.331070908280723,0.117,0.261,1.48576733283118e-31,"0","Eea1"
"Hspa9",1.44775280775693e-35,0.389996756641839,0.546,0.4,2.09316100945496e-31,"0","Hspa9"
"Nab1",1.79653378497791e-35,-0.37040245049651,0.228,0.39,2.59742854632106e-31,"0","Nab1"
"Plec",1.98757022851781e-35,-0.331000772950118,0.446,0.611,2.87362903639105e-31,"0","Plec"
"Alcam",2.80488924920986e-35,-0.25585366974149,0.043,0.157,4.05530887650761e-31,"0","Alcam"
"Zbp1",2.82787972636476e-35,-0.349839407580999,0.185,0.347,4.08854850837817e-31,"0","Zbp1"
"Rplp2",3.63545032942031e-35,0.25273278755307,0.853,0.798,5.25613408627589e-31,"0","Rplp2"
"Malt1",3.95240596145816e-35,-0.345101785408911,0.169,0.324,5.71438853907621e-31,"0","Malt1"
"Fam46c",4.69817650542677e-35,-0.355401832332754,0.118,0.259,6.79262359154603e-31,"0","Fam46c"
"Sla2",7.7216259153504e-35,-0.314224658594927,0.089,0.221,1.11639267484136e-30,"0","Sla2"
"Myo1g",7.98525371796975e-35,-0.342889588638813,0.383,0.542,1.15450798254407e-30,"0","Myo1g"
"Rab1",8.08468175451254e-35,-0.303267015953103,0.238,0.4,1.16888328806742e-30,"0","Rab1"
"Cdc42se1",1.38869053926045e-34,-0.311749589660551,0.273,0.437,2.00776878166276e-30,"0","Cdc42se1"
"Nop58",1.69035212494577e-34,0.386294184506337,0.481,0.34,2.4439111022466e-30,"0","Nop58"
"Coro7",1.82167817496688e-34,-0.290503767146501,0.188,0.346,2.63378230536712e-30,"0","Coro7"
"Sdcbp2",2.03517607849311e-34,-0.261523160511085,0.024,0.123,2.94245757428534e-30,"0","Sdcbp2"
"Rpl23a",2.71383773904601e-34,0.280584967146619,0.762,0.689,3.92366660311272e-30,"0","Rpl23a"
"Ccnd3",3.30507544912846e-34,-0.356613721666996,0.246,0.406,4.77847808434992e-30,"0","Ccnd3"
"Ywhah",4.64199070723587e-34,-0.3122505581485,0.331,0.489,6.71139016452162e-30,"0","Ywhah"
"Igf2r",4.97490402541534e-34,0.371683103335814,0.573,0.43,7.1927162399455e-30,"0","Igf2r"
"Rpl34",5.48531837103018e-34,0.260694462076666,0.838,0.765,7.93067330083543e-30,"0","Rpl34"
"Fmnl1",6.64255585032964e-34,-0.300297589541572,0.429,0.586,9.60380724840659e-30,"0","Fmnl1"
"Esyt1",1.06030297726332e-33,-0.289989044190148,0.385,0.555,1.5329860445273e-29,"0","Esyt1"
"Klf6",1.68368660230941e-33,-0.257077349413607,0.081,0.209,2.43427408961894e-29,"0","Klf6"
"Rad51",1.93311856746286e-33,-0.269509897822527,0.13,0.275,2.7949028248378e-29,"0","Rad51"
"Ehd4",2.68972828654182e-33,-0.315519720140812,0.091,0.219,3.88880915668216e-29,"0","Ehd4"
"Prr13",2.88515437674862e-33,-0.291345786807079,0.195,0.352,4.17135619790316e-29,"0","Prr13"
"Il10ra",3.47949113588696e-33,-0.257634402633747,0.045,0.155,5.03064828426537e-29,"0","Il10ra"
"Cltc",3.88245817700068e-33,-0.285450046232481,0.522,0.662,5.61325803230758e-29,"0","Cltc"
"Arpc5",4.52790691412435e-33,-0.300328543020649,0.607,0.721,6.54644781644099e-29,"0","Arpc5"
"Rpl23",4.93091960245771e-33,0.273462875464592,0.715,0.621,7.12912356123336e-29,"0","Rpl23"
"Ctcf",6.598435637938e-33,-0.314134530991629,0.411,0.57,9.54001824533076e-29,"0","Ctcf"
"Eif4b",7.57397417939732e-33,0.277835392462293,0.794,0.714,1.09504518685726e-28,"0","Eif4b"
"Hivep3",8.23747673860656e-33,0.419452275021742,0.247,0.125,1.19097438686774e-28,"0","Hivep3"
"Rps28",8.83660144804327e-33,0.315510498964211,0.612,0.494,1.2775958373581e-28,"0","Rps28"
"Cct3",8.8404735514284e-33,0.316951999576377,0.677,0.557,1.27815566606552e-28,"0","Cct3"
"Ywhae",1.09096286211518e-32,-0.293239923944912,0.527,0.657,1.57731410604612e-28,"0","Ywhae"
"Rps27",1.14154288155061e-32,0.267543157340685,0.726,0.632,1.65044269814587e-28,"0","Rps27"
"Cdkn2d",1.26965535077231e-32,-0.265668729594196,0.076,0.2,1.8356677061466e-28,"0","Cdkn2d"
"Dap",1.77433960475216e-32,-0.29032494003558,0.12,0.257,2.56534020055067e-28,"0","Dap"
"Psen2",2.364986690435e-32,-0.315419527184162,0.206,0.359,3.41929775703092e-28,"0","Psen2"
"Axin2",2.59393660067167e-32,-0.258502561303786,0.031,0.13,3.75031353725109e-28,"0","Axin2"
"Azin1",4.04258191511569e-32,-0.307125029938068,0.297,0.456,5.84476493287427e-28,"0","Azin1"
"Runx3",5.28033874135205e-32,-0.295004640185781,0.119,0.254,7.63431375224679e-28,"0","Runx3"
"Ptpn6",7.03824854414013e-32,0.375867960723273,0.631,0.527,1.01758997451178e-27,"0","Ptpn6"
"Sept11",1.10677282222396e-31,-0.345943992130006,0.278,0.431,1.60017214637141e-27,"0","Sept11"
"Tsr1",1.22158176887565e-31,0.327052923561564,0.314,0.182,1.76616292144042e-27,"0","Tsr1"
"Rps10",1.29101519502844e-31,0.268869036630363,0.764,0.67,1.86654976897212e-27,"0","Rps10"
"AI467606",1.46088716439941e-31,-0.258406164711211,0.115,0.248,2.11215066228867e-27,"0","AI467606"
"Spata13",1.79360591314593e-31,-0.29816502480855,0.298,0.46,2.59319542922638e-27,"0","Spata13"
"Lrrfip1",2.36136869381956e-31,-0.306827489092495,0.364,0.523,3.41406685752432e-27,"0","Lrrfip1"
"Mtch1",3.41914370256276e-31,-0.289533865479422,0.246,0.398,4.94339796516524e-27,"0","Mtch1"
"Foxp4",3.44952625829113e-31,0.310336974879252,0.253,0.132,4.98732506423731e-27,"0","Foxp4"
"Crlf3",3.56707940577186e-31,-0.306907453280295,0.312,0.473,5.15728340486496e-27,"0","Crlf3"
"Hmgn2",4.37441949920971e-31,-0.273250570835498,0.145,0.283,6.3245357119574e-27,"0","Hmgn2"
"Igfbp4",5.34867437741219e-31,0.361050207442065,0.182,0.077,7.73311341486255e-27,"0","Igfbp4"
"Sla",5.57623379795254e-31,-0.334760282970691,0.386,0.547,8.06211882507978e-27,"0","Sla"
"Bak1",7.37085229182394e-31,-0.286096074927764,0.188,0.335,1.06567782435191e-26,"0","Bak1"
"Kif21b",7.71611030874969e-31,-0.330709399610936,0.275,0.437,1.11559522843903e-26,"0","Kif21b"
"Bmyc",7.84001479732046e-31,0.278587147434644,0.155,0.06,1.13350933939659e-26,"0","Bmyc"
"Pa2g4",9.49695913597217e-31,0.316039981663164,0.668,0.541,1.37307035187886e-26,"0","Pa2g4"
"Coro1b",9.81667491494973e-31,-0.286984302952662,0.503,0.657,1.41929485920343e-26,"0","Coro1b"
"Noc2l",1.00334556766099e-30,0.388065426836377,0.458,0.329,1.45063702172426e-26,"0","Noc2l"
"Ezh2",1.29479225746103e-30,-0.313923454390481,0.316,0.468,1.87201064583716e-26,"0","Ezh2"
"Hmgb1",1.42485369624795e-30,-0.278231580050833,0.247,0.398,2.06005347403529e-26,"0","Hmgb1"
"Fzr1",1.58344825302563e-30,-0.256783409608238,0.101,0.227,2.28934948422445e-26,"0","Fzr1"
"Tmem154",1.71672935641639e-30,-0.32190935498046,0.17,0.313,2.48204730350682e-26,"0","Tmem154"
"Rfk",1.74979832015663e-30,-0.315325386464963,0.149,0.283,2.52985841128246e-26,"0","Rfk"
"Stat5a",3.03008094232219e-30,0.340235884049856,0.272,0.15,4.38089102640942e-26,"0","Stat5a"
"Flnb",3.09330784606681e-30,-0.317291205791986,0.168,0.307,4.47230448384339e-26,"0","Flnb"
"Nop2",3.26733149863001e-30,0.333005327928081,0.285,0.16,4.72390788071926e-26,"0","Nop2"
"Pkp3",3.4029887826943e-30,-0.332083506360274,0.227,0.373,4.92004118201942e-26,"0","Pkp3"
"Dek",4.02853222610875e-30,-0.32053627515718,0.417,0.56,5.82445189250803e-26,"0","Dek"
"Cnbp",5.57124053434391e-30,0.280665071269114,0.746,0.676,8.05489956455442e-26,"0","Cnbp"
"Pdcd11",5.71146214829523e-30,0.41392446860498,0.342,0.219,8.25763197400525e-26,"0","Pdcd11"
"Trib2",5.92118607869187e-30,-0.309628976698244,0.245,0.4,8.5608508325727e-26,"0","Trib2"
"Phf11b",6.23209070630496e-30,-0.283320211434161,0.096,0.219,9.01035674317571e-26,"0","Phf11b"
"Ppp1r18",6.6671920667037e-30,-0.256870333936217,0.364,0.529,9.63942629004021e-26,"0","Ppp1r18"
"Pten",8.19809613950153e-30,-0.293321847118894,0.307,0.458,1.18528073984913e-25,"0","Pten"
"Rps29",8.27621675432279e-30,0.276660359861645,0.69,0.606,1.19657541833999e-25,"0","Rps29"
"Hif1a",8.981019016105e-30,-0.293994972187739,0.396,0.551,1.29847572934846e-25,"0","Hif1a"
"Ttc3",1.01251685291703e-29,0.333630826151471,0.315,0.186,1.46389686594744e-25,"0","Ttc3"
"Stat6",1.20832131429468e-29,0.354112377980447,0.511,0.388,1.74699095620725e-25,"0","Stat6"
"Ftsj3",1.55199831468577e-29,0.376668005557025,0.385,0.258,2.24387916337269e-25,"0","Ftsj3"
"Vamp8",2.03295859020187e-29,-0.287563829518574,0.216,0.363,2.93925152971386e-25,"0","Vamp8"
"Pyhin1",2.22161369176345e-29,-0.371379205448173,0.226,0.371,3.21200907555159e-25,"0","Pyhin1"
"Rac1",2.24198397429107e-29,-0.264091423803717,0.461,0.613,3.24146043003003e-25,"0","Rac1"
"Elf4",2.93565414818536e-29,-0.275985801486601,0.234,0.387,4.24436876744639e-25,"0","Elf4"
"Syt11",3.33882646702203e-29,-0.305749154667705,0.164,0.303,4.82727530602046e-25,"0","Syt11"
"Nbeal2",3.9288161173545e-29,-0.261159683282938,0.092,0.212,5.68028234247114e-25,"0","Nbeal2"
"Tspo",4.03641547656031e-29,-0.272759963339552,0.194,0.338,5.8358494960109e-25,"0","Tspo"
"Zhx2",4.1671072448062e-29,0.262611445659059,0.197,0.09,6.02480365454081e-25,"0","Zhx2"
"Asxl1",4.43704738013201e-29,-0.270603823974557,0.339,0.497,6.41508310219487e-25,"0","Asxl1"
"Sp110",4.53876764306255e-29,0.28756183038083,0.39,0.252,6.56215025833984e-25,"0","Sp110"
"Prelid1",5.45865166233764e-29,-0.285122660282831,0.343,0.493,7.89211857340776e-25,"0","Prelid1"
"Shmt1",5.72962004696917e-29,0.313291658368076,0.251,0.135,8.28388466390803e-25,"0","Shmt1"
"Eif5a",9.41344625156225e-29,0.278858273482685,0.763,0.66,1.36099605905087e-24,"0","Eif5a"
"Rpl37",9.42491119413736e-29,0.271066498236963,0.689,0.614,1.36265366044838e-24,"0","Rpl37"
"Odf2",9.91224171155386e-29,-0.255241970719131,0.122,0.251,1.43311190665646e-24,"0","Odf2"
"Atxn1",1.07498190807346e-28,-0.311957530432243,0.098,0.217,1.55420884269261e-24,"0","Atxn1"
"Cep250",1.32035831084638e-28,-0.259044863535551,0.187,0.332,1.9089740458217e-24,"0","Cep250"
"Matk",1.51112690944485e-28,-0.328071348412896,0.052,0.152,2.18478728567536e-24,"0","Matk"
"Dusp2",1.61918630615526e-28,0.368248306700663,0.331,0.207,2.34101956143928e-24,"0","Dusp2"
"Tmem66",1.83586313835918e-28,-0.325766668464765,0.291,0.437,2.6542909254397e-24,"0","Tmem66"
"Pstpip1",2.09161063282132e-28,-0.266062682840492,0.214,0.359,3.02405065293306e-24,"0","Pstpip1"
"Slain2",2.94718244311179e-28,-0.269018492372905,0.172,0.309,4.26103637625103e-24,"0","Slain2"
"Actr1a",3.55083746606092e-28,-0.282466748483366,0.228,0.371,5.13380080843088e-24,"0","Actr1a"
"Ddx21",3.65647894321734e-28,0.329250933053456,0.646,0.549,5.28653725610364e-24,"0","Ddx21"
"Rpa1",3.66651267092656e-28,-0.253897266688339,0.424,0.578,5.30104401962562e-24,"0","Rpa1"
"Lrpprc",5.67479884305273e-28,0.355387511766389,0.363,0.239,8.20462416728564e-24,"0","Lrpprc"
"Ctsw",6.5060291845153e-28,0.26467632407008,0.249,0.132,9.40641699497222e-24,"0","Ctsw"
"Prdx4",7.68807548078685e-28,-0.253835083215267,0.179,0.318,1.11154195301216e-23,"0","Prdx4"
"Ptbp3",8.2262748605056e-28,-0.258946867634963,0.49,0.638,1.1893548193319e-23,"0","Ptbp3"
"Adcy7",1.05725340352318e-27,-0.274238843542603,0.155,0.285,1.52857697081382e-23,"0","Adcy7"
"Baz1a",1.10185044992651e-27,-0.339069829496822,0.282,0.426,1.59305538050375e-23,"0","Baz1a"
"Fkbp5",1.34220679069292e-27,-0.28530016852044,0.261,0.409,1.94056257798383e-23,"0","Fkbp5"
"Chd4",1.42288464023406e-27,0.264891953032261,0.858,0.825,2.0572066128504e-23,"0","Chd4"
"Cldn25",1.46569440879418e-27,-0.291226893908076,0.154,0.286,2.11910097623463e-23,"0","Cldn25"
"Gsta4",1.64038413550466e-27,0.270586571624489,0.125,0.043,2.37166738311264e-23,"0","Gsta4"
"Mthfd1",1.76856939118622e-27,0.341919650546487,0.382,0.257,2.55699762577704e-23,"0","Mthfd1"
