"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","otherlog"
"Dcxr",2.96059305952182e-13,-0.230420979598668,0.054,0.157,4.3494072637435e-09,1.10653
"Prmt3",2.96314904222807e-13,-0.150042365932249,0.181,0.326,4.35316225793726e-09,0.282039
"Dnajb11",3.07897077708364e-13,-0.188359822190509,0.343,0.505,4.52331596861357e-09,-0.00980889
"Thoc7",3.37392476419675e-13,-0.186802608384381,0.404,0.572,4.95663287108144e-09,0.0895522
"Dctd",3.42253166312266e-13,-0.115059569403015,0.04,0.142,5.0280412662935e-09,-0.464157
"Elac2",3.46250578542748e-13,-0.180665938143398,0.204,0.352,5.08676724937151e-09,-0.188375
"Camk4",3.55046555822448e-13,0.303701199335744,0.67,0.616,5.21598895158758e-09,-0.181308
"Nacc1",3.565626122796e-13,-0.183908218948273,0.203,0.349,5.2382613369996e-09,-0.221061
"Gde1",3.61960021914649e-13,-0.192489722155119,0.285,0.439,5.31755468194811e-09,-0.358035
"Mrpl54",3.68743645607071e-13,-0.190935002969077,0.304,0.467,5.41721289761347e-09,-0.121196
"Hcst",3.69538458018835e-13,0.22956464449996,0.236,0.136,5.42888948675471e-09,1.13351
"Ubfd1",3.69541799038297e-13,-0.171769019992841,0.185,0.327,5.42893856967162e-09,-0.381893
"Cdc25b",3.71756467192012e-13,0.335672502569803,0.396,0.286,5.46147425951785e-09,-0.923122
"Setx",3.7349822479715e-13,0.238438064057238,0.8,0.763,5.48706242049493e-09,-0.0839852
"Csnk2b",3.75181106564619e-13,-0.189045464797908,0.458,0.626,5.51178563654082e-09,-0.165876
"Brca2",3.75463790083874e-13,-0.176562272619234,0.185,0.331,5.51593854012219e-09,-0.482657
"Eif3d",3.93353482742057e-13,-0.197405709844184,0.64,0.773,5.77875601496355e-09,0.000826362
"Syne3",4.11011380464117e-13,-0.186872995789363,0.184,0.326,6.03816819039834e-09,-0.790915
"Ttyh3",4.11987685142679e-13,0.18112070855287,0.191,0.1,6.05251108243109e-09,0.105867
"Rnf10",4.17703797641484e-13,-0.173383474244219,0.482,0.647,6.13648649115104e-09,-0.328854
"Ncaph",4.2966461585468e-13,-0.157701444121134,0.284,0.459,6.31220287152111e-09,-0.660208
"Comt",4.55893803104431e-13,-0.165535750449492,0.187,0.33,6.6975358614072e-09,-0.103718
"Il12rb1",4.60837978517598e-13,-0.148338036289527,0.078,0.194,6.77017074240204e-09,-0.707227
"Exosc1",4.85828408735358e-13,-0.16591733859492,0.137,0.267,7.13730515273114e-09,-0.195668
"Fam105b",4.85884891065785e-13,-0.192167641032323,0.397,0.566,7.13813493464745e-09,NA
"Etfa",4.90983826230176e-13,-0.164539222383031,0.342,0.508,7.21304339114752e-09,-0.0221358
"Commd3",4.91375617057329e-13,-0.193416297450684,0.37,0.536,7.21879919018922e-09,0.437532
"Cfl1",4.91899344790406e-13,-0.161405306060794,0.784,0.908,7.22649327431585e-09,0.134172
"Pwp2",4.98379779257640e-13,-0.130736124743116,0.087,0.206,7.321697337074e-09,-0.290456
"1810009A15Rik",5.07786377914062e-13,-0.18108554980462,0.257,0.409,7.45988967793548e-09,0.255853
"Ada",5.07808491754713e-13,-0.155439314430975,0.124,0.253,7.46021455236849e-09,0.251579
"Npepl1",5.24281305920868e-13,-0.179407751820409,0.343,0.509,7.70221666528347e-09,-0.0922597
"Agps",5.30453939194293e-13,-0.179526704439684,0.375,0.545,7.79289882070337e-09,-0.763388
"Ptpmt1",5.32168608178771e-13,-0.156671271007956,0.206,0.357,7.81808902275432e-09,-0.500541
"Mlec",5.33739454216551e-13,-0.191957737236948,0.63,0.776,7.84116632189536e-09,-0.368615
"Dusp5",5.35074517979042e-13,-0.152611264780903,0.148,0.285,7.8607797436301e-09,-0.143074
"Tpd52l2",5.40526173844052e-13,-0.182188732893962,0.21,0.356,7.94087001994296e-09,-0.0585475
"Cdc45",5.45970960161843e-13,-0.151349138321407,0.199,0.347,8.02085937573764e-09,-0.839621
"Ahctf1",5.57337390761224e-13,-0.190766718819456,0.354,0.517,8.18784360767315e-09,-0.37383
"2700029M09Rik",5.59038972131841e-13,-0.16943958489042,0.337,0.513,8.21284153958888e-09,NA
"Gatad2a",5.65622743095903e-13,-0.184202760318817,0.496,0.667,8.3095637188219e-09,-0.390556
"Tsc22d3",5.80238433565554e-13,0.199749281867938,0.194,0.102,8.52428282751155e-09,0.45861
"Gss",5.97985352718342e-13,-0.153926919083315,0.121,0.25,8.78500281678516e-09,-0.414941
"Xpo5",5.98436856009375e-13,-0.171094409023443,0.16,0.295,8.79163585163373e-09,-0.107977
"Slc25a39",6.03729601083582e-13,-0.167963651014147,0.301,0.468,8.86939156951891e-09,-0.0462502
"Armc1",6.07645958143123e-13,-0.162848495841523,0.193,0.337,8.92692677108061e-09,-0.144948
"Dusp4",6.15426155303779e-13,-0.147224334200617,0.066,0.177,9.04122564756782e-09,-0.860961
"Prpf38a",6.30250881983705e-13,-0.188905501092519,0.264,0.415,9.25901570722261e-09,-0.317354
"Atp5k",6.44640064574418e-13,-0.184092610582893,0.324,0.487,9.47040718866277e-09,0.545477
"Exo1",6.45235600996956e-13,-0.184754442973107,0.181,0.321,9.47915621424629e-09,-0.73576
"9130401M01Rik",6.50179996050914e-13,-0.183302356287976,0.182,0.316,9.55179432198397e-09,0.317999
"Gm2a",6.51834669832361e-13,0.262088634652383,0.524,0.428,9.57610313450722e-09,-0.0500556
"Kif11",6.54350266163982e-13,-0.107368393581017,0.363,0.582,9.61305976021506e-09,-0.605648
"Psmb3",6.5613522863535e-13,-0.178898548796019,0.333,0.494,9.63928264388193e-09,0.0312021
"Gtse1",6.65270355435152e-13,-0.198442083513594,0.161,0.29,9.77348679169781e-09,-0.742247
"Rpl13a",6.73126990070127e-13,-0.156645899809186,0.981,0.995,9.88890861112024e-09,0.200824
"BC035044",6.87736730299602e-13,-0.152080991294935,0.069,0.179,1.01035403048315e-08,0.714804
"2610507B11Rik",7.02701870448254e-13,-0.175316856872574,0.543,0.707,1.03233931787553e-08,-0.460556
"Gramd4",7.07883973632843e-13,0.302750892034948,0.369,0.268,1.03995234566401e-08,0.518583
"Cnot10",7.37338361127601e-13,-0.183542738135101,0.284,0.44,1.08322378633256e-08,-0.544846
"Znhit3",7.37546383001845e-13,-0.17577012418468,0.151,0.282,1.08352939126801e-08,-0.302505
"Polr3d",7.50753195251576e-13,-0.134561288686252,0.07,0.182,1.10293151914409e-08,0.0924896
"Asf1b",7.6124790983864e-13,-0.171077318488324,0.266,0.433,1.11834930434395e-08,-0.782538
"Bola2",7.61384099479211e-13,-0.183013730147923,0.382,0.561,1.11854938054491e-08,0.385786
"Mrpl40",7.64998333144435e-13,-0.188347002062748,0.275,0.429,1.12385905122249e-08,-0.126097
"Atad5",7.98678940692732e-13,-0.186664469762124,0.236,0.388,1.17333923177169e-08,-0.885995
"Ndufs8",7.98857237566415e-13,-0.177008529832804,0.439,0.633,1.17360116770882e-08,0.15649
"Pde3b",8.07729176089714e-13,0.271829005896263,0.754,0.733,1.1866349325934e-08,-0.48741
"Syne1",8.22777193855461e-13,0.262960441851216,0.26,0.158,1.20874197549306e-08,-0.18038
"Mogs",8.91479729700962e-13,-0.183723483517759,0.309,0.465,1.30967287090368e-08,-0.325146
"Srp14",9.18815657472426e-13,-0.194677264253115,0.515,0.672,1.34983208239274e-08,0.309444
"Rbm5",9.1930815848313e-13,0.316694002549544,0.549,0.485,1.35055561562757e-08,0.293542
"Aen",9.19467049549523e-13,-0.15217481253722,0.069,0.177,1.3507890424932e-08,-0.145647
"Zfp706",9.21842873608704e-13,-0.195140964771625,0.381,0.535,1.35427936561855e-08,-0.208284
"Suz12",9.25155601712521e-13,-0.167230224414386,0.537,0.709,1.35914609447587e-08,-0.61654
"Metrn",9.3737216802665e-13,-0.183050991908406,0.201,0.34,1.37709345204795e-08,-0.283672
"Afg3l1",9.57608693850692e-13,-0.17959975983333,0.315,0.483,1.40682293213605e-08,-0.802032
"Lmnb2",9.75467537504335e-13,-0.16133251688997,0.125,0.25,1.43305935934762e-08,-0.549462
"Pwp1",9.79283801834365e-13,-0.164625876324428,0.218,0.363,1.43866583327487e-08,-0.193238
"Pycrl",1.00983941424634e-12,-0.168060248882329,0.134,0.262,1.4835550834693e-08,0.105924
"1110038B12Rik",1.0325419762674e-12,-0.169399976527067,0.254,0.405,1.51690741733443e-08,-0.968355
"Polr2h",1.06832894361494e-12,-0.158835867132138,0.134,0.26,1.5694820510647e-08,-0.138813
"Cdk19",1.08544734706081e-12,0.274169122258423,0.428,0.317,1.59463069756703e-08,-0.043904
"Kif20a",1.1020458129484e-12,-0.180495148568773,0.322,0.49,1.61901550380249e-08,-0.60118
"Slc31a1",1.10231987821794e-12,-0.154850323619104,0.124,0.25,1.61941813308998e-08,-0.962681
"Cops2",1.12410407270873e-12,-0.166318206252278,0.418,0.586,1.65142129321639e-08,-0.316312
"Cdca7l",1.18444890192288e-12,-0.182212604080663,0.245,0.397,1.7400738818149e-08,0.0543462
"Npepps",1.22648253559048e-12,-0.156771213705896,0.306,0.477,1.80182549303597e-08,-0.191498
"Slbp",1.28125205617119e-12,-0.192553885214458,0.26,0.407,1.88228739572109e-08,-0.509149
"Ecd",1.36263233664987e-12,-0.153764264396555,0.272,0.438,2.00184316577232e-08,-0.230563
"Fxr2",1.36442056476277e-12,-0.163630166313215,0.207,0.352,2.00447025169299e-08,-0.540386
"Sar1b",1.37553367467246e-12,-0.177622293677375,0.315,0.476,2.02079652146131e-08,-0.14387
"Vps54",1.37623910168912e-12,0.330803542468125,0.451,0.358,2.02183286429149e-08,0.409738
"Phpt1",1.38258791949636e-12,-0.172278072999424,0.24,0.389,2.0311599125321e-08,0.107947
"Surf2",1.39133474600625e-12,-0.144655539329545,0.127,0.256,2.04400987535777e-08,0.108203
"Sema7a",1.47698618232313e-12,-0.139650457958348,0.031,0.124,2.16984040045091e-08,-2.49146
"Usp3",1.51420517919849e-12,0.31568661908901,0.564,0.498,2.22451882876051e-08,0.224985
"Tnpo3",1.57846312154715e-12,-0.17826509464429,0.351,0.514,2.31892017186492e-08,-0.459443
"P2ry10",1.68064190737764e-12,0.343440754571206,0.601,0.54,2.46903102612849e-08,-0.731886
"Ankrd11",1.69970846451158e-12,0.300396154909842,0.578,0.51,2.49704170521397e-08,0.338476
"Nt5c",1.795814689297e-12,-0.166190454669453,0.41,0.596,2.63823136004622e-08,0.344574
"Hist1h3c",1.80325545656729e-12,-0.184416870691502,0.184,0.319,2.649162591243e-08,NA
"Colgalt1",1.82311361502467e-12,-0.166715038035702,0.257,0.407,2.67833621183275e-08,-0.406289
"Yars2",1.83608347225854e-12,-0.142654981874952,0.122,0.247,2.69739022909503e-08,-0.185678
"Copb2",1.85446490358619e-12,-0.186401251072242,0.53,0.693,2.72439438985847e-08,-0.314909
"Zfp593",1.89327535597075e-12,-0.149955397268561,0.133,0.258,2.78141082545664e-08,-0.19036
"Coq5",1.95150894725016e-12,-0.157565288329551,0.116,0.24,2.86696179440521e-08,0.0770054
"Ddx56",1.95798555846217e-12,-0.168798908544407,0.197,0.341,2.87647658393678e-08,-0.133229
"Setd8",1.96357072007622e-12,-0.168259884732547,0.276,0.43,2.88468174486398e-08,NA
"Cdkn2aipnl",2.00798696392676e-12,-0.175358697590231,0.361,0.53,2.94993364870481e-08,-0.328324
"Pde4d",2.06406458855624e-12,0.340615722384397,0.431,0.337,3.03231728704796e-08,-0.344512
"Pdcl3",2.11606886490742e-12,-0.163799914160548,0.175,0.306,3.10871676943549e-08,0.411871
"Atad2",2.15599451696911e-12,-0.164737627573758,0.475,0.672,3.16737154487932e-08,-0.666865
"D8Ertd738e",2.1912700172983e-12,-0.176879814126204,0.379,0.544,3.21919478241293e-08,0.328749
"Tspan4",2.19406601275173e-12,-0.121323246075444,0.06,0.164,3.22330237933357e-08,-1.56758
"Ola1",2.21702896996452e-12,-0.184678599400202,0.479,0.641,3.25703725977487e-08,-0.414261
"Mrps23",2.23307483129164e-12,-0.189172770294479,0.4,0.559,3.28061023465055e-08,-0.113512
"Trappc4",2.24529238215885e-12,-0.194802640156774,0.357,0.52,3.29855903862956e-08,-0.0867273
"Vprbp",2.25966163921068e-12,-0.13843469148598,0.26,0.412,3.3196689141644e-08,NA
"Tnfsf4",2.29678781077882e-12,-0.217714710028332,0.046,0.144,3.37421097281517e-08,0.17358
"Dnajc9",2.31648641751374e-12,-0.186073234381774,0.519,0.69,3.40315019596944e-08,-0.179071
"Rad54l",2.32267792225646e-12,-0.169309490425289,0.167,0.303,3.41224613558697e-08,-0.540746
"Cyth1",2.39903038642767e-12,0.268287662162681,0.554,0.481,3.52441554070089e-08,0.122546
"Diap3",2.43458878014677e-12,-0.164033760303108,0.209,0.347,3.57665437691362e-08,NA
"Srsf6",2.46270007329478e-12,-0.181268597102263,0.618,0.757,3.61795267767736e-08,-0.456741
"Dnajc21",2.54892105887033e-12,-0.138995668030558,0.14,0.274,3.7446199275864e-08,-0.134975
"Aasdhppt",2.56508072538497e-12,-0.155419792407262,0.136,0.264,3.76836009366306e-08,0.0418563
"Pcyt2",2.56602911241444e-12,-0.149491081496285,0.167,0.302,3.76975336904805e-08,-0.183125
"Hivep2",2.63084144477713e-12,0.371984078240426,0.379,0.283,3.86496916652208e-08,0.162176
"Zyx",2.70629556419754e-12,0.359603846230203,0.401,0.308,3.9758188133626e-08,-0.173736
"Pabpc4",2.75531373998029e-12,-0.154365338376064,0.184,0.32,4.04783141540504e-08,-0.500262
"Ubtf",2.87860437351375e-12,-0.192469881518865,0.61,0.744,4.22895768512905e-08,-0.299842
"Ubqln1",2.89224920391884e-12,-0.163564122479176,0.412,0.586,4.24900330547716e-08,-0.35976
"Pde7a",2.90660227877152e-12,0.332295069784652,0.406,0.31,4.27008940774324e-08,0.194752
"Traf4",2.95425546570474e-12,-0.150993456722851,0.146,0.278,4.34009670466684e-08,-0.495937
"Mrps25",3.00872031415178e-12,-0.163835006475195,0.206,0.343,4.42011101352037e-08,0.178737
"Txndc17",3.02516686093068e-12,-0.167528563442588,0.354,0.512,4.44427263539326e-08,-0.0802025
"Cd47",3.13355488156109e-12,0.208389445791663,0.825,0.803,4.6035054765014e-08,-0.375113
"Chaf1b",3.37813121205277e-12,-0.150344655712047,0.227,0.378,4.96281256362672e-08,-0.751635
"Wdr3",3.39444862397687e-12,-0.168597506045249,0.307,0.458,4.98678447348443e-08,-0.211476
"Ccdc58",3.47710929900353e-12,-0.141039456929469,0.122,0.247,5.10822127116609e-08,0.136104
"Pdk3",3.52393168232919e-12,-0.164014619941416,0.219,0.364,5.17700803450981e-08,-0.0353272
"Traf1",3.52512567942056e-12,0.345678419353014,0.591,0.534,5.17876213563674e-08,0.821227
"Plrg1",3.54621747348943e-12,-0.163668583383834,0.288,0.439,5.20974809030331e-08,-0.0906063
"Pabpc1",3.67105845716361e-12,-0.127094570350913,0.975,0.989,5.39315197941906e-08,0.217388
"Baz1b",3.72683325601969e-12,-0.175770342157422,0.633,0.787,5.47509073641853e-08,-0.745928
"Ube2k",3.84762554024299e-12,-0.177657993371118,0.406,0.574,5.65254668117097e-08,-0.135562
"Heca",3.92578733345226e-12,0.298484694041934,0.394,0.29,5.76737417157471e-08,0.0589975
"Fam102b",3.93724330712173e-12,-0.171882701357684,0.193,0.328,5.78420414249254e-08,-0.577227
"Nup43",3.981268088273e-12,-0.156673936542718,0.145,0.268,5.84888094848186e-08,-0.871834
"Cpsf1",4.02956804363413e-12,-0.134911421996281,0.306,0.462,5.9198384129029e-08,-0.184482
"Hira",4.09031002788738e-12,-0.172017485266013,0.276,0.426,6.00907446196935e-08,-0.393815
"Mrpl39",4.0982724710919e-12,-0.161755279922207,0.219,0.361,6.02077208728111e-08,0.108232
"Cnp",4.23293011953095e-12,0.23676268128359,0.59,0.514,6.21859763860292e-08,-0.0378774
"Prdx6",4.26652155411057e-12,-0.187038265354351,0.545,0.7,6.26794681514384e-08,0.0171732
"Zmpste24",4.29583474607167e-12,-0.189029280169553,0.249,0.391,6.31101082545388e-08,-0.347211
"Ciapin1",4.31454545146787e-12,-0.17332867195763,0.196,0.331,6.33849872275145e-08,-0.42634
"Ppp1r7",4.35559161490211e-12,-0.165888198874998,0.327,0.485,6.39879964145269e-08,-0.231953
"Crebrf",4.4504647696903e-12,0.231360091527247,0.224,0.131,6.53817779315202e-08,0.723685
"Eif1ad",4.61631553446867e-12,-0.178697566529804,0.34,0.495,6.78182915168792e-08,-0.212024
"Ero1l",4.62243947266327e-12,-0.152821369697323,0.242,0.396,6.79082582928961e-08,-0.590668
"Cnot6l",4.73615803031746e-12,0.248980924306756,0.722,0.689,6.95788976233939e-08,-0.0105678
"Nubp2",4.74601977402687e-12,-0.152450732520729,0.316,0.48,6.97237765002287e-08,-0.213305
"Bag2",4.78427697277688e-12,-0.124021053896857,0.061,0.165,7.02858130070651e-08,-0.711674
"Nr2c2ap",4.81406889292507e-12,-0.143507404565055,0.142,0.271,7.07234861059622e-08,-0.171354
"Gfpt1",4.98850677508549e-12,-0.111043521862733,0.224,0.375,7.32861530327809e-08,-0.203881
"Galnt3",5.01962101516344e-12,-0.136624175177207,0.051,0.148,7.37432523337661e-08,-1.17718
"Emc7",5.02018072745848e-12,-0.174794765819464,0.384,0.542,7.37514750670925e-08,-0.174818
"Gpn1",5.05700740389142e-12,-0.136358408345666,0.127,0.249,7.42924957705689e-08,-0.0348203
"Arhgef1",5.12305328644425e-12,0.217090077649559,0.827,0.821,7.52627758311525e-08,0.523592
"Coq2",5.23183068073425e-12,-0.139285215054946,0.167,0.299,7.68608245306668e-08,-0.342205
"Rlim",5.45262990279811e-12,-0.147189026769737,0.424,0.589,8.01045859020071e-08,-0.522774
"Gpn3",5.56252268389235e-12,-0.17467824796769,0.181,0.316,8.17190207490625e-08,-0.0551219
"Arhgef3",5.64588370296078e-12,0.273136496971036,0.654,0.583,8.29436774801968e-08,0.546184
"Naa38",5.65321043758457e-12,-0.166130704766772,0.307,0.466,8.30513145385549e-08,0.0651528
"Naa20",5.80350860069214e-12,-0.143995666811828,0.133,0.259,8.52593448527682e-08,-0.489672
"Mycbp",5.82603648262241e-12,-0.154196853376194,0.116,0.233,8.55903019662058e-08,-0.920621
"Tsr2",5.90197309368158e-12,-0.131348353926483,0.107,0.226,8.6705886719276e-08,-0.406486
"Top1",5.91750212679955e-12,-0.168887402012235,0.403,0.576,8.69340237448122e-08,0.0987405
"Kcmf1",5.99762376061913e-12,-0.164126839130666,0.33,0.485,8.81110906672557e-08,-0.223563
"Ncapd2",6.03250476749989e-12,-0.127972647113652,0.457,0.679,8.86235275393409e-08,-0.54004
"Igf2bp3",6.03370504103543e-12,-0.127289591645688,0.051,0.15,8.86411607578516e-08,-1.26424
"Rpia",6.03754252119549e-12,-0.152971130231611,0.193,0.329,8.86975371788829e-08,0.288728
"Cenpv",6.12727762915324e-12,-0.161878498144433,0.122,0.24,9.00158356498903e-08,-0.889967
"3110082I17Rik",6.24854951312686e-12,-0.128950134271361,0.07,0.177,9.17974408973467e-08,-0.647541
"Ctse",6.4183156534077e-12,0.282940196100437,0.437,0.338,9.42914752642126e-08,0.270009
"Laptm5",6.42229820854484e-12,0.145695470583885,0.945,0.943,9.43499829817323e-08,0.218493
"Cebpz",6.60502767142375e-12,-0.158689812530723,0.299,0.455,9.70344615208863e-08,0.152509
"Chordc1",7.27740370307966e-12,-0.16805844718268,0.393,0.56,1.06912337801943e-07,-0.326578
"Prkrir",7.34460929136905e-12,-0.149440372140601,0.337,0.501,1.07899655099503e-07,NA
"Prps2",7.51306026120323e-12,-0.168871504410148,0.297,0.454,1.10374368297337e-07,-0.754344
"Snrpa",7.79051736900097e-12,-0.130447778311497,0.199,0.34,1.14450490667993e-07,-0.197175
"Matr3",7.85350689186498e-12,-0.176662222654417,0.593,0.75,1.15375869748388e-07,0.0698086
"Nsun5",7.97857356546896e-12,-0.118117220129856,0.066,0.169,1.17213224250305e-07,-0.312808
"Arhgdig",8.05390072549042e-12,-0.130040641669295,0.051,0.146,1.1831985555818e-07,-1.36022
"Rnf126",8.07767861416716e-12,-0.145019083712219,0.185,0.32,1.1866917652073e-07,-0.224611
"Trim12a",8.09841304094251e-12,0.253184295121452,0.313,0.208,1.18973785984486e-07,0.740362
"Zranb2",8.18502115504498e-12,-0.16039920693845,0.284,0.435,1.20246145788766e-07,-0.160045
"Bloc1s2",8.65341701795761e-12,-0.178934136569591,0.16,0.286,1.27127349410815e-07,0.154625
"Spdl1",8.71776133173051e-12,-0.140747347767694,0.148,0.277,1.28072631724453e-07,-0.415646
"Eif4enif1",8.74551582580983e-12,-0.156154942942913,0.348,0.506,1.28480372996972e-07,-0.673483
"Rbm15b",8.79375305062973e-12,-0.151138871357852,0.163,0.291,1.29189026066801e-07,-1.05219
"Cnih1",8.96558011206336e-12,-0.15495072700027,0.285,0.44,1.31713337426323e-07,-0.219541
"Dap",9.08253809034805e-12,0.297734445738857,0.479,0.397,1.33431567085303e-07,0.407241
"Larp1b",1.00356188800996e-11,-0.1500714856461,0.139,0.263,1.47433276967544e-07,-0.377354
"Eif4ebp1",1.09466772173067e-11,-0.149617440551046,0.127,0.244,1.60817634999453e-07,0.0798874
"Atp1a1",1.09911388212577e-11,-0.174026207207664,0.706,0.825,1.61470820423096e-07,-0.285512
"Pdss1",1.10679323474272e-11,-0.121221851607951,0.043,0.135,1.62598994116054e-07,-0.694291
"Usp15",1.12754762638308e-11,-0.1477421789019,0.358,0.517,1.65648021791939e-07,-0.197225
"Bzw1",1.13143622060734e-11,-0.174974676747331,0.573,0.731,1.66219295169424e-07,-0.468834
"Snf8",1.18724542180368e-11,-0.149386755945144,0.26,0.411,1.74418224917179e-07,0.122408
"Itpr2",1.18865805267644e-11,0.317850417301229,0.404,0.308,1.74625754518696e-07,0.879233
"Pak1ip1",1.20814784030668e-11,-0.16539095942261,0.31,0.465,1.77488999219454e-07,0.262778
"Spag7",1.23649302626009e-11,-0.154559555148661,0.185,0.316,1.8165319048787e-07,0.0389079
"Snrnp25",1.25682694847223e-11,-0.146597207508396,0.322,0.485,1.84640447000055e-07,0.0282702
"Otud6b",1.31462427701594e-11,-0.139942982922252,0.145,0.272,1.93131452536411e-07,-0.830233
"Nek6",1.3523602867977e-11,-0.125702807167441,0.054,0.151,1.98675249733451e-07,-0.356019
"Utp11l",1.36608527932052e-11,-0.154092935730427,0.267,0.422,2.00691588384978e-07,NA
"Ndufa2",1.39764319456345e-11,-0.164899692537106,0.406,0.573,2.05327761713316e-07,0.560218
"Slc35a4",1.4203004257711e-11,-0.13188624025139,0.193,0.331,2.08656335550033e-07,-0.374023
"Rpp30",1.44950048251972e-11,-0.158644382446089,0.128,0.246,2.12946115886972e-07,-0.080509
"Ubac1",1.48684102223735e-11,-0.163140250871478,0.227,0.369,2.1843181457689e-07,-0.176204
"AW549877",1.51210377424384e-11,0.239473083417913,0.218,0.129,2.22143165474162e-07,-0.0495797
"Ctbp1",1.53689676164145e-11,-0.183467267592024,0.546,0.709,2.25785503252745e-07,-0.234161
"Ly6c2",1.58976226918796e-11,0.352221418591817,0.172,0.091,2.33551974966403e-07,-1.45061
"Timm44",1.59633732810374e-11,-0.163848586741467,0.264,0.402,2.3451791687172e-07,-0.13088
"Trmt10c",1.62336285054434e-11,-0.111614096761691,0.106,0.222,2.38488236373469e-07,0.0188861
"Atp5e",1.62530246448451e-11,-0.182962792923896,0.507,0.678,2.3877318505742e-07,0.332992
"Rasa1",1.62917281987454e-11,0.278569547121587,0.513,0.433,2.39341778967768e-07,0.311043
